episode_id,section_index,gender,minutes,tunnus,lause
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ütleme,"Nii et see suuremad vapustused jäid saamata , nii et selline vana hea torukool Ja et sama õppelavaataja sama direktor terve aja Aga pärast ütleme kooli ajal , mis need hobid olid , millega sa tegelesid , et , et ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,4,M,10.882666666666667,ütleme,"Mis need mured olid nagu kui , kui ütleme , üks päevas , et kas on siis lihtsad mured või , või noh , siis noh , mõnikord on see , et tuleb inimene sellise murega , et sa tead , et sa tegelikult ilmselt teda aidata ei saa või , või , või ilmselt ei oskagi ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,4,M,10.882666666666667,ütleme,"Kuidas sa rahul oled nüüd ütleme , aasta on juba möödas , enam-vähem , vist jah , juba aasta möödas ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,5,M,17.14183333333333,ütleme,"Aga ütleme noh , isiklikus mõtes Ma arvan , et , Üks suund , mida ma on nagu huvitama hakanud , ongi noorsootöö , aga noorsootöö nagu teises võtmes , et pigem selline ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666663,ütleme,"Ma muidugi pean siin sekkuma tõe huvides , kuna ma olin ka Otepää osjaaniga , siis Jaan seal muidugi karjunud küll , aga see kähehääl ikkagi teatud teatud asjade manustamise tulemusena tekkinud , sest et noh , seda tean , seda te tegite koos me tegime , ütleme , väiksed soendused tegime pujees koos , siis Jaan sulgus enda kambrisse ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666663,ütleme,"Mul on naabrid , venelased , mul on üks äge naabrimees , kes on suur spordifänn , kogu aeg räägime jalgpallist ja , ja , ja kõik , eks , aga , aga ütleme , et meie oleme tegelikult nii-öelda erandit ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666663,ütleme,"Ja ma arvan , et enamik , enamik inimesi , keda see häiris enamik nendest inimestest on ka nende potentsiaalsed , võib-olla valijad , nad on selles sihtrühmas kust võiks nende valijad nagu tulla , et ma arvan , et nad ka ei võitnud sellest nagu ütleme siis sellest nagu eilsest nagu šokifaasist sellele sellele kampaaniale ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666663,ütleme,"Aga noh , ütleme Veel rohkem meeldis mulle ja eks see meeldib , on siin nüüd väga kahemõtteliselt , Peep , ma arvan , sinu poisid , ma saan aru , on ka nüüd tõmmanud kopsud õhku täis ja korraliku eelarve projekti valmis , valmis kühveldanud , et võtame aga laenu kõvasti peale ja tõstame kõiki toetusi , langetame kõiki makse ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666663,ütleme,"Väge kunagi vägev värk , aga ütleme ma siiski , ma siiski nagu kuskilt otsast tõmban nagu piiri , vaatan nagu oma võimeid ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666663,ütleme,"Tegelikult ma tunnistan ausalt täpselt , et võibolla seal on mingid kahtlased asju küll , aga , aga ma ütlen veelkord , et see nagu ei , ei vähenda sugugi seda poolt , et ütleme , poliitiliselt on neil nagu asjas nagu õigus , et kui nende kõrvale panna mingid õiged ja tugevad majandusmehed , siis , siis ma arvan , see on ikkagi okei variant , aga ma ütleks praktikas siiski , aitas see projekt suust , ma arvan Loe eilset Leo Kunnase intervjuud , no ainult puhas kuld oli seal kõik kõikide asjade sisuliselt kirjutas kahe käega alla ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666663,ütleme,"Kindlasti pooldan , ma ütleme , kui ma endast räägin , isiklikus plaanis pooldan ma sellist nii-öelda tasakaalus eelarve kanti kindlasti rohkem absoluutselt ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666663,ütleme,"No ütleme niimoodi , et tuleb alati vaadata , siin käidi jutud , tähendab , meie haridussüsteem on omadega põhja minemas , kui , kui kõik need pensionärõpetajad läheksid praegu pensionile , siis me lihtsalt kukume kokku , meil ei ole õpetajaid enam , eks , ja siis tuligi ju keegi ka välja , selleks et laenu tuleb võtta selleks , et õpetajal korralik palk maksta ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666663,ütleme,"Nii räägime kahevõistluse MK- etapist Otepääl ja Kristjan Ilves siis lõpuks jõudis punktidele , hurraa selle eest , aga ütleme nüüd niimoodi , et võrreldes esimeste etappidega , kus ta oli ikkagi noh , omadega täiesti seal suusarajal null siis siis nüüd on edasiminek toimunud ja , ja ma pakuks välja , et ta on jõudnud üle-eelmise aasta tasemele ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666663,ütleme,"Et selles mõttes oli see rahustav ikkagi see kogemus Otepääl , et , et ilmselt ei ole mingit kõige hullemaid stsenaariumi , mis ohustataks tema kuidagi ütleme karjääri ikkagi ei ole nagu juhtunud need hirmud tohutut ületreeningust ja nii edasi ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666663,ütleme,"Pallino ja jaanuaris ärakukkumine oli järsk , et kui ta paar päeva enne seda võistlust esimest võistlust , eks ole sõitis kontrollstardis ühel asemel ja paar päeva hiljem ütleme vennaga võrreldes , eksole paar päeva hiljem , nad olid juba seal tasa , eks ole ."
