episode_id,section_index,gender,minutes,tunnus,lause
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,3,M,0.55783333333333,jah,"Aga noh , jah , selles mõttes , et me jõuame ka selleni , et , et selle hirvede ja huntidega vist põtradega tuli pärast ka nagu tegeleda natukene , aga aga see Tallinna elu lõppeb , ma mäletan tuli teil ju üsna ootamatult ja , ja tegelikult Minu arust teie ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,5,M,17.14183333333333,jah,"See on olmevärk , jah , selline ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666663,jah,"Vaatame asja nagu teistpidi , et , et jah , see võib-olla see majandus , ma ei , kuna ma ei ole nagu ka majanduses mingi pole , ma pole isegi suunud läbi seda lugeda ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,5,M,20.710666666666665,jah,"Pigem ma ütlen ei , et Brad , jah , ma ei näe seda varianti ."
20200319_kinnisvaraintervjuu_01_tnu_toompark_kinnisvarakool_o_ja_anton_nikitin_ecoadvice_o,0,M,8.516166666666667,jah,"Pakkuda inimestele niisuguse lahenduse Mis sa arvad , kas Eestis on selline vajadus praegu olemas või on natuke vara vara veel sellest sellest vajadusest Eestis rääkida , et kõik laenulepingud pikeneksid Ma arvan , et mis puudutab üürikinnisvara , nii elukondliku kui ka äriüürikinnisvara , jah , see oleks , ütleme ."
20210413_episood_4_kas_vanasti_oli_muusika_parem,1,M,3.460166666666667,jah,"Aga Ma ütleks , et jah , võimalused ju ikkagi muusika loomiseks on täna ."
20210413_episood_4_kas_vanasti_oli_muusika_parem,2,M,24.133833333333335,jah,"Mul on see tunne , et jah , see päris asi , see üks viraalne asi aitas tal jääda kellelgi silma , aga ma olen üsna kindel , et nad tegelikult tegid tema kohta veits taustauuringu ."
20210413_episood_4_kas_vanasti_oli_muusika_parem,3,M,17.469833333333334,jah,"Aga see selleks ongi tegelikult kogu maailm on , tegelikult oleme ikkagi suurnud nagu singlite poole , siis kui sa annad ka plaati välja , siis annad välja esimesed kolm singlit , ülejäänud kaks , mis sul seal EPst veel andmata tulevad koos EP-ga nagu jah , või siis kõik välja , siis paned EPA kokku ."
20210413_episood_4_kas_vanasti_oli_muusika_parem,5,M,46.16899999999999,jah,"Ma arvan küll , jah , see selles mõttes minul jäi ikkagi siin kõlama nagu see mõte , et ."
20210413_episood_4_kas_vanasti_oli_muusika_parem,5,M,46.16899999999999,jah,"Jah , jah , meie oleme muutunud muusika oma olemuselt põhiloomuselt ei ole muutnud ."
20210413_episood_4_kas_vanasti_oli_muusika_parem,5,M,46.16899999999999,jah,"Ma saan su mõttest aru , et kas ta peaks olema mainstream is , minu väide on , et jah , see tooks žanrile kasu tegelikult selles mõttes , et kui vähemalt mingi osa sellest Nojah , aga kui ta oleks mainstream , siis ta ei oleks noh , mitte žanriliselt , aga ta oleks ilmselt popmuusikana populaarne muusika ."
20210413_episood_4_kas_vanasti_oli_muusika_parem,5,M,46.16899999999999,jah,"Siis saaksid , et jah , muusikud elaksid paremini ja ära , aga neid aga vähesemad muusikud elasid paremini ära sellepärast et need superstaaride teke tähendab seda ."
20210413_episood_4_kas_vanasti_oli_muusika_parem,5,M,46.16899999999999,jah,"See tuli ikka päris hea , jah , aitäh sulle , Frank , et tulid meiega siia jutustama ja oma mõtteid jagama ."
20201231_59_normaalse_elu_osa,6,M,13.087999999999996,jah,"On küll , jah , peaks olema ikka pastakas , millega või peaks olema mingi graviatuor mul siin ees , millega ma saaks kirja , pane oma mõtteid ."
20201231_59_normaalse_elu_osa,6,M,13.087999999999996,jah,"Tal on niisugune Harry Potteri lego jõulukalender sest iga kord mingi väikene Harry Potteri Kuulsin jah , saemulil on legocity lego kalender ja siis ma olen , ma olen silma peal hoidnud briket.com , review igat seda kalendri eset ja siis ma olen vaadanud ka aeg-ajalt mida , mida se täna sai , mida ta täna sai ?"
20210404_episood_3_emoosekandid_ja_co2paraad,0,M,52.372166666666665,jah,"Mina ausalt öeldes ei saanudki päris täpselt aru , et mis seltskond see siis nagu oli või noh , jah , ürituse kirjeldus on ju põhimõtteliselt , rääkis piirangutest on ju , või noh , see see nii-öelda põhisõnum , mida siis korraldajad üritasid edasi anda , et me võitleme piirangute vastu , aga vaatame seda üritust ja kui me vaatame seda nagu kõlapinda , mis nende põhiliste promootorite poolt tuli , siis minul jääb nagu segaseks , et mille vastu nad siis võitlesid , kas , kas nad tahtsid öelda , et koroonat pole olemas , et mask ei , maskid on kahjulikud või siis ma ei , ei saa täpselt sellest aru , et nagu mida nad tahtsid öelda , seal oli mulle tundub , et seal koos nii erinev seltskond , et need inimesed ise ka ei saa aru , mille eest nad nagu selles mõttes võitlesid , et osad olid seal täiesti sellised padu , foolium , mütsikesed osad olid seal sellised , kes olid ainult piirangute vastu , aga kes noh , selles mõttes nad ei ole nagu statup , Wandenõu teoreetikud , et nad lihtsalt olidki piirangute vastu poliitilises mõttes , nagu me enne rääkisime ."
20210404_episood_3_emoosekandid_ja_co2paraad,0,M,52.372166666666665,jah,"Jah , see on meie otsene soovitus praegu valitsusele ja me paneme selle kirja , formuleerime selle ära ja saadame sinna ilusti , et jah , sellise ametliku dokumendina kuule , teeme siis nüüd nii , et raske raamat olime ja , ja ja siis tema üks voolik vooliku juurde pange pump ja siis suunake vesi tulekoldele ."
20190115_mehed_ei_nuta_kas_ott_tnak_peaks_olema_aeglasem_kas_lati_alt_jooksis_kullame_vi_klubi_omanik,2,M,14.613833333333332,jah,"Võib olla ka nelja kord 400 meetri teate , naiskond aga , aga põhimõtteliselt küll , jah , see oli ikka väga kõva asi ja ma ütlen , et mina sain igatahes väga võimsa elamuse ."
20190115_mehed_ei_nuta_kas_ott_tnak_peaks_olema_aeglasem_kas_lati_alt_jooksis_kullame_vi_klubi_omanik,3,M,8.922666666666665,jah,"Ja kui vaja , jah , me võime teha eraldi muidugi , et nad saavad tulla siin ."
20210321_episood_2__prgitelevisioon,0,M,41.82983333333333,jah,"Ma ei ütle jälle , et see on õige , ma ütlen , et jah , see kõik oli Ober lood , aga jätkuvalt kui sa keerad pasa kokku nagu ja sa oled Eesti üks kõige kuulsamaid Youtube rid ja sul on tuhandeid ja tuhandeid jälgijaid noorte seas , siis sa pead seda eeldama ootama ja aru saama sellest , et kui sa keerad sellise pasa kokku , siis kogu kollane meedia on su sabas ja nad kirjutavad sinust kogu aeg , sellepärast et inimesed tahavad seda lugeda ."
