episode_id,section_index,gender,minutes,verb,lause
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,saaksin,"Rääkida mingist asjast , millest sa iga päev oled sees , milles sa väga töötad ja tead seda läbi lõhki , on ilmselt lihtsam kui ennast väga palju avada , eriti siin saates , kus tund aega räägitakse sinust endast , aga , aga lähme siis sinu juurde , et et nagu ikka , ma olen palunud kõigil oma CV enne saata , et , et ma saaksin ülevaate , mis inimesega tegu on ja midagi see ju tõesti räägib inimese kohta ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,näeks,"Ja hea , et ei juhtunud nagu selles tõe ja õiguse ava stseenis , kus nad seda kuigi väga imelikul aastaajal aga lehma kuskilt Laukast välja aitavad , et mul läks hästi , näeks see vist vanavanaema , kes oli väga kuri Vana-Võrumaa vanainimene ei saanud pahaseks õnneks , sest ta ei saanud teada ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,oleks,Kas kas oleks ka tahtnud lasteaias käia ?
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,tahaks,"No see muutunud kõik , et noh , esimene mõte , mis ma tahaks öelda , et et minu meelest see nullpunkt on nagu ületatud , et see maa ma ei tahaks öelda maa elu , aga maainimeste elu või selline Noh , ma olen näinud , kuidas kõik väheneb , kokku kukub , inimesed kolivad ära või pigem surevad ära , eks , onju ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,tahaks,"No see muutunud kõik , et noh , esimene mõte , mis ma tahaks öelda , et et minu meelest see nullpunkt on nagu ületatud , et see maa ma ei tahaks öelda maa elu , aga maainimeste elu või selline Noh , ma olen näinud , kuidas kõik väheneb , kokku kukub , inimesed kolivad ära või pigem surevad ära , eks , onju ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,taluks,"Et pigem seab selliseks elustiili taluks Aga siis tuli nii-öelda maalt ära minna , me jõuame selle maamajani ilmselt tagasi , sest see ei ole ju kuskile kadunud ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ütleks,"Ma ei ütleks küll , et midagi väga oleks muutunud , et ja pandi see Lembitu , Lembitu tänava pood , pood Lembitu tänava kool pandi küll kinni vahepeal , jah ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,oleks,"Ma ei ütleks küll , et midagi väga oleks muutunud , et ja pandi see Lembitu , Lembitu tänava pood , pood Lembitu tänava kool pandi küll kinni vahepeal , jah ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,oleks,"Et see oli , kui seda poleks olnud , siis tõesti oleks palju vähem rääkida oma elust võib-olla kooliajast ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,teeks,"Et meil oli jah , hea sõbraga ja klassivennaga plaan , et teeks mingit nalja ja näitleks ja ja siis vaatasime , et Eesti seksuaaltervise liit tahab , et noored teeksid ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,näitleks,"Et meil oli jah , hea sõbraga ja klassivennaga plaan , et teeks mingit nalja ja näitleks ja ja siis vaatasime , et Eesti seksuaaltervise liit tahab , et noored teeksid ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,teeksid,"Et meil oli jah , hea sõbraga ja klassivennaga plaan , et teeks mingit nalja ja näitleks ja ja siis vaatasime , et Eesti seksuaaltervise liit tahab , et noored teeksid ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,oleks,"Ja mulle meeldis ka see , kui mängisime Etendust Aruks blondiin , kus ma mängisin , professor Kallahani , kus oli ka mul kaks laulu , täpselt samamoodi , et rääkida rütmis , siis laulda rütmis ja niimoodi , et oleks , et ma jääks hiljaks ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,jääks,"Ja mulle meeldis ka see , kui mängisime Etendust Aruks blondiin , kus ma mängisin , professor Kallahani , kus oli ka mul kaks laulu , täpselt samamoodi , et rääkida rütmis , siis laulda rütmis ja niimoodi , et oleks , et ma jääks hiljaks ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,oleks,"Või enam-vähem teen midagi ära , aga ses mõttes nüüd ma oleks muidugi palju targem ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,võiks,"Aga seda ei mõelnud , et võiks minna lavakunstikooli ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,oleks,"Et see peab olema ikka mingi selline kirg , et sinna minna ja ma olen ise ka mõelnud selle peale , et et või natukene kahetsenud , et võib-olla oleks pidanud proovima , aga samas ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,oleks,"Et aga no mul oli ka selline loll oinakus , et tegin lõpuni juba tagantjärgi , ma ei oleks teinud lõpuni ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,saaks,"Aga samas , kui meil on mingid avalikud teenused kui meil , kui me saame palka , kõigel on hinnale id küljes , et kõige jaoks peab , et õpetaja saaks raha , et noorsootöötaja saaks raha , et vallavanem saaks raha , et palka nii-öelda vabandust ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,saaks,"Aga samas , kui meil on mingid avalikud teenused kui meil , kui me saame palka , kõigel on hinnale id küljes , et kõige jaoks peab , et õpetaja saaks raha , et noorsootöötaja saaks raha , et vallavanem saaks raha , et palka nii-öelda vabandust ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,saaks,"Aga samas , kui meil on mingid avalikud teenused kui meil , kui me saame palka , kõigel on hinnale id küljes , et kõige jaoks peab , et õpetaja saaks raha , et noorsootöötaja saaks raha , et vallavanem saaks raha , et palka nii-öelda vabandust ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,sobiksid,"Et miks , miks sinul siis selline otsus , et sest asendusteenistus tegelikult saavad läbida ju põhimõtteliselt ainult need , kes kaitseväkke sobiksid , aga mingil põhjusel sinna ei lähe ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,oleks,"Ma tegin ja see ese põhjal ei võetud mind , no ma sobisin väga hästi sinna kaitseväkke , ses mõttes Et tervislikke probleeme mul ei olnud nii-öelda , aga eks onu Heino oleks minu juures kindlasti õigus natukene ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,muretseks,"Aga ma ülemäära ei , ei muretseks sellepärast et las onu Eino ütleb mulle halvasti , et see andis mulle hoopis muid kogemusi , et kolisin praeguse nii-öelda kaasaja laste emaga kokku Tallinnasse ja ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,oleks,"Näiteks mu ülemus oli 75 aastane raamatupidaja Et jah , oli ka selliseid hetki , kus mõtlesin , et ma ei tea Et oleks võinud , et oleks võinud ikka kaitseväes ära käia , aga noh aga , aga siis seesama Tallinna elu , et ma saan aru , et 2012 kuni tegelikult tõrva jõudmiseni oli see Tallinna ja , ja Valgamaa vaheline elu , et kui raske või , või kui , kui keeruline või kui lihtne on ühel sellisel maa maainimesel minna ja elada nii-öelda suures metropolis , meie mõistes on ju Tallinnas , et ka minul on see tee läbi käidud ja , ja eks ma olen ka oma järeldusi ja mõtteid sinna pannud , aga , aga samas mulle tundub , et sellel on omad plussid ja miinused , aga kuidas sinul oli ?"
